fridge_slug,model_number,mapped_filter_slugs,classification,evidence_paths,blockers,recommended_action
ge-gse26gshess,GSE26GSHESS,gswf|gswf2,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss20eshbb,GSS20ESHBB,opfg3f,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss20eshss,GSS20ESHSS,smartwater-mwfp,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss23gskbb,GSS23GSKBB,xwfe,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss23gskss,GSS23GSKSS,mswf,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss23gskww,GSS23GSKWW,opfg3f,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss23hshss,GSS23HSHSS,rpwfe,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss25gmkbb,GSS25GMKBB,rpwfe,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss25gmkes,GSS25GMKES,rpwfe,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss25gmkww,GSS25GMKWW,smartwater-mwfp,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss25gshbb,GSS25GSHBB,xwf,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss25gshss,GSS25GSHSS,mwf,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss25gshww,GSS25GSHWW,rpwfe,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss25iynfs,GSS25IYNFS,rpwfe,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gss25lslss,GSS25LSLSS,smartwater-mwfp,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gte18gsnrss,GTE18GSNRSS,gswf|gswf2,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gye22gskbb,GYE22GSKBB,smartwater-mwfp,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gye22gskss,GYE22GSKSS,xwf,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gye22gskww,GYE22GSKWW,gswf|gswf2,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gye22hskbb,GYE22HSKBB,xwfe,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gye22hskss,GYE22HSKSS,opfg3f,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-gye22hskww,GYE22HSKWW,rpwfe|xwfe,WRONG_PART_RISK,,confusion:GE RPWFE mixed with legacy MWF/XWF/XWFE family,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
ge-pfe28kblts,PFE28KBLTS,smartwater-mwfp,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pfe28kelds,PFE28KELDS,rpwfe,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pfe28klyss,PFE28KLYSS,smartwater-mwfp,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pfe28kmkbb,PFE28KMKBB,smartwater-mwfp,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pfe28kmkes,PFE28KMKES,rpwfe,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pfe28kmkww,PFE28KMKWW,gswf|gswf2|xwf,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pfe28kskbb,PFE28KSKBB,rpwfe|xwfe,WRONG_PART_RISK,,confusion:GE RPWFE mixed with legacy MWF/XWF/XWFE family,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
ge-pfe28kskss,PFE28KSKSS,mswf,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pfe28kskww,PFE28KSKWW,mwf,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pfe28kynbb,PFE28KYNBB,gswf|gswf2,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pfe28kynfs,PFE28KYNFS,xwfe,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pfe28kynww,PFE28KYNWW,xwf|xwfe,WRONG_PART_RISK,,confusion:XWF vs XWFE (GE RFID shell mismatch),Remove wrong-family compat rows or capture model-specific proof for the correct family only.
ge-pvd28bslss,PVD28BSLSS,opfg3f|smartwater-mwfp,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pvd28bymfs,PVD28BYMFS,gswf|gswf2,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pvd28bynfs,PVD28BYNFS,xwf,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pwe23kmkes,PWE23KMKES,rpwfe|xwfe,WRONG_PART_RISK,,confusion:GE RPWFE mixed with legacy MWF/XWF/XWFE family,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
ge-pwe23kskss,PWE23KSKSS,opfg3f,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
ge-pye22pynfs,PYE22PYNFS,smartwater-mwfp,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfcc22426s,LFCC22426S,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfcc23596s,LFCC23596S,lt800p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfcc24596s,LFCC24596S,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfcc25426s,LFCC25426S,lt600p|lt800p,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt600p,lt800p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfcs22520d,LFCS22520D,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfcs22520s,LFCS22520S,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfcs23520s,LFCS23520S,lt600p|lt800p,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt600p,lt800p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfds22520b,LFDS22520B,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfds22520s,LFDS22520S,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfx31945st,LFX31945ST,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxc22526d,LFXC22526D,lt600p|lt800p,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt600p,lt800p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxc22526s,LFXC22526S,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxc22536s,LFXC22536S,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxc22546s,LFXC22546S,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxc22596b,LFXC22596B,lt800p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxc22596d,LFXC22596D,lt600p|lt800p,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt600p,lt800p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxc22596s,LFXC22596S,lt1000p|lt1000pc,WRONG_PART_RISK,data/manual-evidence/refrigerator/lg-lfxc22596s.json,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxc22696s,LFXC22696S,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxc23596s,LFXC23596S,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxc24726s,LFXC24726S,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxc24773s,LFXC24773S,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxc24796d,LFXC24796D,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxc24796s,LFXC24796S,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxc24896s,LFXC24896S,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs24663s,LFXS24663S,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs24673s,LFXS24673S,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs26566s,LFXS26566S,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs26596d,LFXS26596D,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs26596s,LFXS26596S,adq36006101|adq74793502|lt1000p|lt1000pc|lt700p|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc,lt700p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxs26973b,LFXS26973B,lt700p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs26973d,LFXS26973D,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxs26973m,LFXS26973M,lt700p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs26973s,LFXS26973S,lt1000p|lt1000pc,WRONG_PART_RISK,data/manual-evidence/refrigerator/lg-lfxs26973s.json,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxs26983s,LFXS26983S,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs26996s,LFXS26996S,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs27196s,LFXS27196S,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs27596s,LFXS27596S,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs28566b,LFXS28566B,lt600p|lt800p,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt600p,lt800p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxs28566d,LFXS28566D,lt700p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs28566m,LFXS28566M,adq73613402|adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs28566s,LFXS28566S,adq36006101|adq74793502|lt1000p|lt1000pc|lt700p|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc,lt700p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxs28573s,LFXS28573S,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs28596b,LFXS28596B,lt800p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs28596m,LFXS28596M,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs28596s,LFXS28596S,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxs28696s,LFXS28696S,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs28968b,LFXS28968B,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs28968d,LFXS28968D,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxs28968s,LFXS28968S,lt1000p|lt1000pc,WRONG_PART_RISK,data/manual-evidence/refrigerator/lg-lfxs28968s.json,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxs28973s,LFXS28973S,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs28991d,LFXS28991D,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs28991s,LFXS28991S,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxs29566s,LFXS29566S,lt600p|lt800p,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt600p,lt800p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxs29766d,LFXS29766D,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs29766s,LFXS29766S,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs30766d,LFXS30766D,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs30766s,LFXS30766S,adq74793501|adq75795101|lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs30773s,LFXS30773S,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lfxs30796d,LFXS30796D,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxs30796s,LFXS30796S,lt600p|lt800p,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt600p,lt800p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lfxs30896s,LFXS30896S,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lmws27626d,LMWS27626D,lt700p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lmws27626s,LMWS27626S,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lmws27673s,LMWS27673S,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lmxc24796s,LMXC24796S,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lmxc28626s,LMXC28626S,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lmxs28626d,LMXS28626D,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lmxs28626m,LMXS28626M,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lmxs28626s,LMXS28626S,lt1000p|lt1000pc,WRONG_PART_RISK,data/manual-evidence/refrigerator/lg-lmxs28626s.json,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lmxs28726s,LMXS28726S,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lmxs29626s,LMXS29626S,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lmxs30773s,LMXS30773S,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lmxs30786s,LMXS30786S,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lmxs30796d,LMXS30796D,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lmxs30796s,LMXS30796S,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lmxs30896s,LMXS30896S,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrfvc2406s,LRFVC2406S,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrfvs3006d,LRFVS3006D,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrfvs3006s,LRFVS3006S,lt1000p|lt1000pc,WRONG_PART_RISK,data/manual-evidence/refrigerator/lg-lrfvs3006s.json,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lrfws3006s,LRFWS3006S,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrfxc2416s,LRFXC2416S,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrfxs2503b,LRFXS2503B,lt600p|lt800p,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt600p,lt800p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lrfxs2503d,LRFXS2503D,adq74793501|adq75795101,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrfxs2503s,LRFXS2503S,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrfxs2503w,LRFXS2503W,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrfxs3106b,LRFXS3106B,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrfxs3106d,LRFXS3106D,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrfxs3106s,LRFXS3106S,lt1000p,BLOCKED,docs/fridge-model-filter-mapping-discrepancies.md|src/lib/fridge/fridge-model-review-overrides.ts,quarantine:FILTER_MAPPING_CONFLICT,Resolve quarantine override before factory scaling.
lg-lrfxs3106w,LRFXS3106W,lt600p|lt800p,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt600p,lt800p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lrmvc2306d,LRMVC2306D,lt600p|lt800p,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt600p,lt800p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lrmvc2306s,LRMVC2306S,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lrmvc2406s,LRMVC2406S,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrsos2706s,LRSOS2706S,lt600p,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrsxc2306s,LRSXC2306S,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrsxs2706d,LRSXS2706D,adq73613402,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lrsxs2706s,LRSXS2706S,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lsxs26366d,LSXS26366D,adq73613403,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
lg-lsxs26366s,LSXS26366S,adq36006101|adq74793502|lt1000p|lt1000pc|mdj64844601,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt1000p,lt1000pc",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lsxs27366s,LSXS27366S,lt600p|lt800p,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt600p,lt800p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
lg-lupxs3186n,LUPXS3186N,lt600p|lt800p,WRONG_PART_RISK,,"confusion:Multiple LG LT filter generations co-mapped: lt600p,lt800p",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf18a5101sr,RF18A5101SR,da29-00003g|da97-17376a|da97-17376b,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,"wildcard:DA29_COMPAT_PRESENT|confusion:Samsung DA29 (da29-00003g) + DA97 (da97-17376a,da97-17376b) co-mapped",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf18hfenbsr,RF18HFENBSR,da97-17376a|da97-17376b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf18hfenbww,RF18HFENBWW,da29-00020a|da97-15217d,WRONG_PART_RISK,,confusion:Samsung DA29 (da29-00020a) + DA97 (da97-15217d) co-mapped,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf20a5101sr,RF20A5101SR,da29-00020a|da97-15217d,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT|confusion:Samsung DA29 (da29-00020a) + DA97 (da97-15217d) co-mapped,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf22k9381sg,RF22K9381SG,da29-00019a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf22k9381sr,RF22K9381SR,da29-00019a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf22k9381ww,RF22K9381WW,da29-00003g,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf22k9581sg,RF22K9581SG,da29-00019a|da29-10105j,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf22k9581sr,RF22K9581SR,da29-00020a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf22k9582sg,RF22K9582SG,da97-08006b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf22kredbsg,RF22KREDBSG,da29-10105j,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf22m9581sg,RF22M9581SG,da97-08006b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf22n9781sg,RF22N9781SG,da97-15217d|da97-19467c,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
